season,match_id,fullName,overs,conceded,wickets,foursConceded,sixesConceded,opponentteam
2022,1304047,Umesh Yadav,24,20,2,1,1,CSK
2022,1304047,Shivam Mavi,24,35,0,3,2,CSK
2022,1304047,Varun Chakravarthy,24,23,1,1,1,CSK
2022,1304047,Sunil Narine,24,15,0,0,0,CSK
2022,1304047,Andre Russell,24,38,1,5,1,CSK
2022,1304047,Tushar Deshpande,18,23,0,4,0,KKR
2022,1304047,Adam Milne,13,19,0,2,1,KKR
2022,1304047,Mitchell Santner,24,31,1,1,1,KKR
2022,1304047,Dwayne Bravo,24,20,3,2,0,KKR
2022,1304047,Shivam Dube,6,11,0,2,0,KKR
2022,1304047,Ravindra Jadeja,24,25,0,1,1,KKR
2022,1304048,Shardul Thakur,24,47,0,3,4,MI
2022,1304048,Khaleel Ahmed,24,27,2,5,0,MI
2022,1304048,Axar Patel,24,40,0,4,1,MI
2022,1304048,Kamlesh Nagarkoti,12,29,0,5,1,MI
2022,1304048,Kuldeep Yadav,24,18,3,0,0,MI
2022,1304048,Lalit Yadav,12,15,0,1,0,MI
2022,1304048,Daniel Sams,24,57,0,6,3,DC
2022,1304048,Jasprit Bumrah,19,43,0,7,1,DC
2022,1304048,Basil Thampi,24,35,3,2,2,DC
2022,1304048,Murugan Ashwin,24,14,2,1,0,DC
2022,1304048,Tymal Mills,18,26,1,2,1,DC
2022,1304049,Sandeep Sharma,24,37,0,4,2,RCB
2022,1304049,Arshdeep Singh,24,31,1,0,2,RCB
2022,1304049,Odean Smith,24,52,0,5,4,RCB
2022,1304049,Rahul Chahar,24,22,1,0,0,RCB
2022,1304049,Harpreet Brar,18,38,0,0,4,RCB
2022,1304049,Liam Livingstone,6,14,0,0,1,RCB
2022,1304049,David Willey,18,28,0,3,1,PBKS
2022,1304049,Mohammed Siraj,24,59,2,3,4,PBKS
2022,1304049,Shahbaz Ahmed,6,6,0,1,0,PBKS
2022,1304049,Akash Deep,18,38,1,2,3,PBKS
2022,1304049,Wanindu Hasaranga de Silva,24,40,1,1,4,PBKS
2022,1304049,Harshal Patel,24,36,1,1,2,PBKS
2022,1304050,Mohammed Shami,24,25,3,4,0,LSG
2022,1304050,Varun Aaron,24,45,2,6,1,LSG
2022,1304050,Lockie Ferguson,24,24,0,1,1,LSG
2022,1304050,Hardik Pandya,24,37,0,6,1,LSG
2022,1304050,Rashid Khan,24,27,1,0,2,LSG
2022,1304050,Dushmantha Chameera,18,22,2,4,0,GT
2022,1304050,Avesh Khan,20,33,1,5,1,GT
2022,1304050,Mohsin Khan,12,18,0,3,0,GT
2022,1304050,Ravi Bishnoi,24,34,0,3,2,GT
2022,1304050,Krunal Pandya,24,17,1,1,0,GT
2022,1304050,Deepak Hooda,18,31,1,2,2,GT
2022,1304051,Bhuvneshwar Kumar,24,29,1,2,2,RR
2022,1304051,Romario Shepherd,24,33,1,3,2,RR
2022,1304051,Umran Malik,24,39,2,4,2,RR
2022,1304051,Washington Sundar,18,47,0,1,5,RR
2022,1304051,T Natarajan,24,43,2,5,2,RR
2022,1304051,Abhishek Sharma,6,15,0,1,1,RR
2022,1304051,Trent Boult,24,23,2,2,1,SRH
2022,1304051,Prasidh Krishna,24,16,2,1,1,SRH
2022,1304051,Nathan Coulter-Nile,18,48,0,5,3,SRH
2022,1304051,Ravichandran Ashwin,24,21,0,1,0,SRH
2022,1304051,Yuzvendra Chahal,24,22,3,1,0,SRH
2022,1304051,Riyan Parag,6,14,0,1,1,SRH
2022,1304052,David Willey,12,7,0,0,0,KKR
2022,1304052,Mohammed Siraj,24,25,1,4,0,KKR
2022,1304052,Akash Deep,21,45,3,5,3,KKR
2022,1304052,Wanindu Hasaranga de Silva,24,20,4,0,2,KKR
2022,1304052,Harshal Patel,24,11,2,2,0,KKR
2022,1304052,Shahbaz Ahmed,6,16,0,0,2,KKR
2022,1304052,Umesh Yadav,24,16,2,2,0,RCB
2022,1304052,Tim Southee,24,20,3,2,0,RCB
2022,1304052,Andre Russell,13,36,0,2,3,RCB
2022,1304052,Sunil Narine,24,12,1,0,0,RCB
2022,1304052,Varun Chakravarthy,24,33,1,3,2,RCB
2022,1304052,Venkatesh Iyer,6,10,0,2,0,RCB
2022,1304053,Avesh Khan,24,38,2,5,2,CSK
2022,1304053,Dushmantha Chameera,24,49,0,6,2,CSK
2022,1304053,Andrew Tye,24,40,2,6,1,CSK
2022,1304053,Krunal Pandya,18,36,0,3,2,CSK
2022,1304053,Ravi Bishnoi,24,24,2,3,0,CSK
2022,1304053,Deepak Hooda,6,12,0,1,1,CSK
2022,1304053,Mukesh Choudhary,19,39,0,4,2,LSG
2022,1304053,Tushar Deshpande,24,40,1,6,1,LSG
2022,1304053,Dwayne Bravo,24,35,1,2,1,LSG
2022,1304053,Ravindra Jadeja,12,21,0,2,1,LSG
2022,1304053,Moeen Ali,6,14,0,1,1,LSG
2022,1304053,Dwaine Pretorius,24,31,2,1,1,LSG
2022,1304053,Shivam Dube,6,25,0,2,2,LSG
2022,1304054,Umesh Yadav,24,23,4,2,1,PBKS
2022,1304054,Tim Southee,24,36,2,5,2,PBKS
2022,1304054,Shivam Mavi,12,39,1,3,4,PBKS
2022,1304054,Varun Chakravarthy,24,14,0,0,0,PBKS
2022,1304054,Sunil Narine,24,23,1,1,1,PBKS
2022,1304054,Andre Russell,1,0,1,0,0,PBKS
2022,1304054,Arshdeep Singh,18,32,0,5,1,KKR
2022,1304054,Kagiso Rabada,18,23,1,3,0,KKR
2022,1304054,Odean Smith,12,39,1,3,4,KKR
2022,1304054,Rahul Chahar,24,13,2,0,0,KKR
2022,1304054,Harpreet Brar,12,20,0,0,2,KKR
2022,1304054,Liam Livingstone,1,13,0,0,2,KKR
2022,1304055,Jasprit Bumrah,24,17,3,3,0,RR
2022,1304055,Daniel Sams,24,32,0,2,2,RR
2022,1304055,Basil Thampi,6,26,0,2,3,RR
2022,1304055,Murugan Ashwin,18,32,0,2,2,RR
2022,1304055,Tymal Mills,24,35,3,3,2,RR
2022,1304055,Kieron Pollard,24,46,1,5,2,RR
2022,1304055,Trent Boult,24,29,1,3,1,MI
2022,1304055,Prasidh Krishna,24,37,1,4,1,MI
2022,1304055,Navdeep Saini,18,36,2,4,2,MI
2022,1304055,Ravichandran Ashwin,24,30,1,0,2,MI
2022,1304055,Yuzvendra Chahal,24,26,2,2,1,MI
2022,1304055,Riyan Parag,6,11,0,0,1,MI
2022,1304056,Mustafizur Rahman,24,23,3,1,0,GT
2022,1304056,Shardul Thakur,24,42,0,4,1,GT
2022,1304056,Khaleel Ahmed,24,34,2,5,0,GT
2022,1304056,Axar Patel,24,37,0,1,3,GT
2022,1304056,Kuldeep Yadav,24,32,1,3,1,GT
2022,1304056,Mohammed Shami,24,30,2,5,0,DC
2022,1304056,Hardik Pandya,24,22,1,2,0,DC
2022,1304056,Lockie Ferguson,24,28,4,5,0,DC
2022,1304056,Rashid Khan,24,30,1,1,1,DC
2022,1304056,Varun Aaron,6,7,0,1,0,DC
2022,1304056,Vijay Shankar,6,14,0,3,0,DC
2022,1304056,Rahul Tewatia,12,22,0,1,2,DC
2022,1304057,Mukesh Choudhary,24,52,1,5,4,PBKS
2022,1304057,Chris Jordan,24,23,2,0,1,PBKS
2022,1304057,Dwayne Bravo,18,32,1,3,2,PBKS
2022,1304057,Ravindra Jadeja,24,34,1,2,2,PBKS
2022,1304057,Dwaine Pretorius,24,30,2,2,1,PBKS
2022,1304057,Moeen Ali,6,8,0,0,1,PBKS
2022,1304057,Vaibhav Arora,24,21,2,3,0,CSK
2022,1304057,Kagiso Rabada,18,28,1,2,2,CSK
2022,1304057,Arshdeep Singh,12,13,1,2,0,CSK
2022,1304057,Odean Smith,12,14,1,1,1,CSK
2022,1304057,Rahul Chahar,24,25,3,1,1,CSK
2022,1304057,Liam Livingstone,18,25,2,2,1,CSK
2022,1304058,Bhuvneshwar Kumar,24,25,0,1,0,LSG
2022,1304058,Washington Sundar,24,28,2,3,1,LSG
2022,1304058,Romario Shepherd,24,42,2,3,3,LSG
2022,1304058,Umran Malik,18,39,0,5,2,LSG
2022,1304058,Abdul Samad,6,8,0,1,0,LSG
2022,1304058,T Natarajan,24,26,2,1,0,LSG
2022,1304058,Jason Holder,24,34,3,3,1,SRH
2022,1304058,Krunal Pandya,24,27,2,0,2,SRH
2022,1304058,Avesh Khan,24,24,4,2,1,SRH
2022,1304058,Andrew Tye,24,39,0,5,1,SRH
2022,1304058,Ravi Bishnoi,24,29,0,2,0,SRH
2022,1304059,Mohammed Siraj,24,43,0,1,4,RR
2022,1304059,David Willey,24,29,1,2,1,RR
2022,1304059,Akash Deep,24,44,0,0,4,RR
2022,1304059,Wanindu Hasaranga de Silva,24,32,1,2,2,RR
2022,1304059,Harshal Patel,24,18,1,1,0,RR
2022,1304059,Trent Boult,24,34,2,4,1,RCB
2022,1304059,Prasidh Krishna,24,40,0,6,1,RCB
2022,1304059,Ravichandran Ashwin,24,39,0,5,1,RCB
2022,1304059,Yuzvendra Chahal,24,15,2,1,0,RCB
2022,1304059,Navdeep Saini,18,36,1,4,1,RCB
2022,1304059,Yashasvi Jaiswal,0,6,0,0,1,RCB
2022,1304060,Umesh Yadav,24,25,1,2,1,MI
2022,1304060,Rasikh Salam,18,18,0,2,0,MI
2022,1304060,Pat Cummins,24,49,2,2,5,MI
2022,1304060,Sunil Narine,24,26,0,1,1,MI
2022,1304060,Varun Chakravarthy,24,32,1,2,2,MI
2022,1304060,Andre Russell,6,9,0,2,0,MI
2022,1304060,Basil Thampi,18,15,0,1,1,KKR
2022,1304060,Daniel Sams,18,50,1,4,4,KKR
2022,1304060,Jasprit Bumrah,18,26,0,3,1,KKR
2022,1304060,Tymal Mills,18,38,2,4,2,KKR
2022,1304060,Tilak Varma,6,6,0,1,0,KKR
2022,1304060,Murugan Ashwin,18,25,2,0,3,KKR
2022,1304061,Jason Holder,24,30,0,1,1,DC
2022,1304061,Krishnappa Gowtham,24,23,1,3,1,DC
2022,1304061,Avesh Khan,18,32,0,6,0,DC
2022,1304061,Ravi Bishnoi,24,22,2,3,0,DC
2022,1304061,Andrew Tye,18,28,0,2,2,DC
2022,1304061,Krunal Pandya,12,12,0,0,0,DC
2022,1304061,Mustafizur Rahman,24,26,0,0,1,LSG
2022,1304061,Lalit Yadav,24,21,1,1,0,LSG
2022,1304061,Shardul Thakur,20,29,1,3,1,LSG
2022,1304061,Anrich Nortje,13,35,0,3,2,LSG
2022,1304061,Axar Patel,12,11,0,1,0,LSG
2022,1304061,Kuldeep Yadav,20,31,2,3,1,LSG
2022,1304062,Mohammed Shami,24,36,1,4,2,PBKS
2022,1304062,Hardik Pandya,24,36,1,4,1,PBKS
2022,1304062,Lockie Ferguson,24,33,1,5,0,PBKS
2022,1304062,Rashid Khan,24,22,3,0,1,PBKS
2022,1304062,Darshan Nalkande,18,37,2,4,2,PBKS
2022,1304062,Rahul Tewatia,6,24,0,1,3,PBKS
2022,1304062,Vaibhav Arora,24,34,0,5,0,GT
2022,1304062,Arshdeep Singh,24,31,0,5,0,GT
2022,1304062,Kagiso Rabada,24,35,2,5,0,GT
2022,1304062,Rahul Chahar,24,41,1,3,1,GT
2022,1304062,Odean Smith,18,35,0,2,3,GT
2022,1304062,Liam Livingstone,6,12,0,2,0,GT
2022,1304063,Bhuvneshwar Kumar,24,36,1,3,0,CSK
2022,1304063,Marco Jansen,24,30,1,4,0,CSK
2022,1304063,Washington Sundar,24,21,2,1,0,CSK
2022,1304063,T Natarajan,24,30,2,2,1,CSK
2022,1304063,Umran Malik,18,29,0,4,1,CSK
2022,1304063,Aiden Markram,6,8,1,0,1,CSK
2022,1304063,Mukesh Choudhary,24,30,1,2,2,SRH
2022,1304063,Maheesh Theekshana,24,31,0,3,1,SRH
2022,1304063,Chris Jordan,18,34,0,3,2,SRH
2022,1304063,Ravindra Jadeja,18,21,0,1,0,SRH
2022,1304063,Moeen Ali,6,10,0,0,1,SRH
2022,1304063,Dwayne Bravo,14,29,1,4,0,SRH
2022,1304064,David Willey,12,8,0,1,0,MI
2022,1304064,Mohammed Siraj,24,51,0,3,4,MI
2022,1304064,Wanindu Hasaranga de Silva,24,28,2,3,1,MI
2022,1304064,Akash Deep,24,20,1,3,0,MI
2022,1304064,Harshal Patel,24,23,2,2,1,MI
2022,1304064,Shahbaz Ahmed,12,19,0,2,1,MI
2022,1304064,Basil Thampi,24,29,0,3,1,RCB
2022,1304064,Jaydev Unadkat,24,30,1,0,3,RCB
2022,1304064,Jasprit Bumrah,24,31,0,1,1,RCB
2022,1304064,Murugan Ashwin,18,26,0,3,1,RCB
2022,1304064,Kieron Pollard,18,24,0,1,1,RCB
2022,1304064,Dewald Brevis,1,8,1,2,0,RCB
2022,1304065,Umesh Yadav,24,48,1,5,3,DC
2022,1304065,Rasikh Salam,6,10,0,2,0,DC
2022,1304065,Pat Cummins,24,51,0,4,3,DC
2022,1304065,Varun Chakravarthy,24,44,1,3,3,DC
2022,1304065,Sunil Narine,24,21,2,3,0,DC
2022,1304065,Andre Russell,12,16,1,0,1,DC
2022,1304065,Venkatesh Iyer,6,14,0,1,1,DC
2022,1304065,Mustafizur Rahman,24,21,0,2,0,KKR
2022,1304065,Shardul Thakur,14,30,2,3,2,KKR
2022,1304065,Khaleel Ahmed,24,25,3,4,0,KKR
2022,1304065,Axar Patel,18,32,0,2,2,KKR
2022,1304065,Kuldeep Yadav,24,35,4,2,2,KKR
2022,1304065,Rovman Powell,6,17,0,1,1,KKR
2022,1304065,Lalit Yadav,6,8,1,0,1,KKR
2022,1304066,Dushmantha Chameera,24,22,0,2,0,RR
2022,1304066,Jason Holder,24,50,2,3,5,RR
2022,1304066,Ravi Bishnoi,24,29,0,3,0,RR
2022,1304066,Avesh Khan,24,31,1,1,2,RR
2022,1304066,Krishnappa Gowtham,24,30,2,0,3,RR
2022,1304066,Trent Boult,24,30,2,4,0,LSG
2022,1304066,Prasidh Krishna,24,35,1,4,2,LSG
2022,1304066,Ravichandran Ashwin,24,20,0,0,0,LSG
2022,1304066,Kuldeep Sen,24,35,1,2,2,LSG
2022,1304066,Yuzvendra Chahal,24,41,4,3,2,LSG
2022,1304067,Bhuvneshwar Kumar,24,37,2,3,0,GT
2022,1304067,Marco Jansen,24,27,1,3,0,GT
2022,1304067,Washington Sundar,18,14,0,1,0,GT
2022,1304067,T Natarajan,24,34,2,4,1,GT
2022,1304067,Umran Malik,24,39,1,5,0,GT
2022,1304067,Aiden Markram,6,9,0,0,1,GT
2022,1304067,Mohammed Shami,24,32,0,3,1,SRH
2022,1304067,Hardik Pandya,24,27,1,0,2,SRH
2022,1304067,Lockie Ferguson,24,46,0,6,2,SRH
2022,1304067,Rashid Khan,24,28,1,2,0,SRH
2022,1304067,Darshan Nalkande,12,22,0,1,1,SRH
2022,1304067,Rahul Tewatia,6,10,0,0,1,SRH
2022,1304068,Mohammed Siraj,24,37,0,4,2,CSK
2022,1304068,Josh Hazlewood,24,33,1,1,3,CSK
2022,1304068,Akash Deep,24,58,0,5,4,CSK
2022,1304068,Glenn Maxwell,18,29,0,0,4,CSK
2022,1304068,Shahbaz Ahmed,12,18,0,0,1,CSK
2022,1304068,Wanindu Hasaranga de Silva,18,35,2,2,3,CSK
2022,1304068,Moeen Ali,18,19,0,3,0,RCB
2022,1304068,Mukesh Choudhary,18,40,1,2,2,RCB
2022,1304068,Maheesh Theekshana,24,33,4,1,3,RCB
2022,1304068,Ravindra Jadeja,24,39,3,4,2,RCB
2022,1304068,Chris Jordan,12,20,0,3,0,RCB
2022,1304068,Dwayne Bravo,24,42,1,4,0,RCB
2022,1304069,Basil Thampi,24,47,2,3,3,PBKS
2022,1304069,Jaydev Unadkat,24,44,1,3,3,PBKS
2022,1304069,Jasprit Bumrah,24,28,1,2,0,PBKS
2022,1304069,Murugan Ashwin,24,34,1,2,2,PBKS
2022,1304069,Tymal Mills,24,37,0,4,1,PBKS
2022,1304069,Vaibhav Arora,24,43,1,2,4,MI
2022,1304069,Kagiso Rabada,24,29,2,3,2,MI
2022,1304069,Arshdeep Singh,24,29,0,2,1,MI
2022,1304069,Odean Smith,18,30,4,1,3,MI
2022,1304069,Liam Livingstone,6,11,0,2,0,MI
2022,1304069,Rahul Chahar,24,44,0,2,4,MI
2022,1304070,James Neesham,18,29,0,5,0,GT
2022,1304070,Prasidh Krishna,24,35,0,5,1,GT
2022,1304070,Kuldeep Sen,24,51,1,9,1,GT
2022,1304070,Yuzvendra Chahal,24,32,1,1,2,GT
2022,1304070,Riyan Parag,6,12,1,1,1,GT
2022,1304070,Ravichandran Ashwin,24,33,0,1,2,GT
2022,1304070,Mohammed Shami,24,39,1,4,1,RR
2022,1304070,Yash Dayal,24,40,3,6,2,RR
2022,1304070,Rashid Khan,24,24,0,1,1,RR
2022,1304070,Lockie Ferguson,24,23,3,0,2,RR
2022,1304070,Rahul Tewatia,6,9,0,0,1,RR
2022,1304070,Hardik Pandya,13,18,1,1,0,RR
2022,1304070,Vijay Shankar,1,1,0,0,0,RR
2022,1304071,Bhuvneshwar Kumar,24,37,1,4,2,KKR
2022,1304071,Marco Jansen,24,26,1,2,1,KKR
2022,1304071,T Natarajan,24,37,3,4,2,KKR
2022,1304071,Umran Malik,24,27,2,1,2,KKR
2022,1304071,Shashank Singh,6,10,0,1,0,KKR
2022,1304071,Jagadeesha Suchith,18,32,1,3,2,KKR
2022,1304071,Umesh Yadav,24,31,0,5,0,SRH
2022,1304071,Pat Cummins,21,40,1,3,2,SRH
2022,1304071,Andre Russell,12,20,2,1,2,SRH
2022,1304071,Aman Hakim Khan,6,13,0,1,1,SRH
2022,1304071,Varun Chakravarthy,18,45,0,3,4,SRH
2022,1304071,Sunil Narine,24,23,0,0,1,SRH
2022,1304072,Tilak Varma,6,7,0,1,0,LSG
2022,1304072,Jaydev Unadkat,24,32,2,3,1,LSG
2022,1304072,Murugan Ashwin,24,33,1,2,2,LSG
2022,1304072,Jasprit Bumrah,24,24,0,1,0,LSG
2022,1304072,Tymal Mills,18,54,0,9,2,LSG
2022,1304072,Fabian Allen,24,46,1,4,3,LSG
2022,1304072,Jason Holder,24,34,1,2,1,MI
2022,1304072,Dushmantha Chameera,24,48,1,3,4,MI
2022,1304072,Avesh Khan,24,30,3,6,0,MI
2022,1304072,Ravi Bishnoi,24,34,1,4,0,MI
2022,1304072,Marcus Stoinis,12,13,1,1,0,MI
2022,1304072,Krunal Pandya,12,16,0,2,0,MI
2022,1304073,Mustafizur Rahman,24,48,0,7,2,RCB
2022,1304073,Shardul Thakur,24,27,1,3,1,RCB
2022,1304073,Khaleel Ahmed,24,36,1,3,2,RCB
2022,1304073,Axar Patel,24,29,1,3,0,RCB
2022,1304073,Kuldeep Yadav,24,46,1,3,3,RCB
2022,1304073,Glenn Maxwell,12,14,0,0,1,DC
2022,1304073,Mohammed Siraj,24,31,2,1,2,DC
2022,1304073,Josh Hazlewood,24,28,3,3,1,DC
2022,1304073,Shahbaz Ahmed,12,19,0,1,1,DC
2022,1304073,Harshal Patel,24,40,0,3,2,DC
2022,1304073,Wanindu Hasaranga de Silva,24,40,1,3,3,DC
2022,1304074,Bhuvneshwar Kumar,24,22,3,1,1,PBKS
2022,1304074,Marco Jansen,24,35,0,5,1,PBKS
2022,1304074,T Natarajan,24,38,1,3,1,PBKS
2022,1304074,Jagadeesha Suchith,24,28,1,1,2,PBKS
2022,1304074,Umran Malik,24,28,4,3,2,PBKS
2022,1304074,Vaibhav Arora,21,35,0,5,1,SRH
2022,1304074,Kagiso Rabada,24,29,1,3,0,SRH
2022,1304074,Arshdeep Singh,24,32,0,3,0,SRH
2022,1304074,Rahul Chahar,24,28,2,1,0,SRH
2022,1304074,Odean Smith,6,8,0,0,1,SRH
2022,1304074,Liam Livingstone,12,19,0,0,2,SRH
2022,1304075,Mohammed Shami,24,20,1,2,0,CSK
2022,1304075,Yash Dayal,24,40,1,3,2,CSK
2022,1304075,Alzarri Joseph,24,34,2,1,3,CSK
2022,1304075,Lockie Ferguson,24,46,0,4,3,CSK
2022,1304075,Rashid Khan,24,29,0,1,1,CSK
2022,1304075,Mukesh Choudhary,18,18,1,3,0,GT
2022,1304075,Maheesh Theekshana,24,24,2,1,1,GT
2022,1304075,Chris Jordan,21,58,0,5,4,GT
2022,1304075,Ravindra Jadeja,18,25,1,1,2,GT
2022,1304075,Moeen Ali,12,17,0,1,1,GT
2022,1304075,Dwayne Bravo,24,23,3,1,1,GT
2022,1304076,Umesh Yadav,24,44,0,3,3,RR
2022,1304076,Shivam Mavi,24,34,1,4,1,RR
2022,1304076,Varun Chakravarthy,12,30,0,1,2,RR
2022,1304076,Pat Cummins,24,50,1,7,1,RR
2022,1304076,Sunil Narine,24,21,2,0,1,RR
2022,1304076,Andre Russell,12,29,1,3,2,RR
2022,1304076,Trent Boult,24,48,0,5,3,KKR
2022,1304076,Prasidh Krishna,24,43,1,6,0,KKR
2022,1304076,Obed McCoy,20,41,2,2,2,KKR
2022,1304076,Ravichandran Ashwin,24,38,1,1,3,KKR
2022,1304076,Yuzvendra Chahal,24,40,5,4,1,KKR
2022,1304077,Dushmantha Chameera,18,31,2,4,1,RCB
2022,1304077,Avesh Khan,24,33,0,2,1,RCB
2022,1304077,Krunal Pandya,24,29,1,2,1,RCB
2022,1304077,Ravi Bishnoi,24,47,0,4,2,RCB
2022,1304077,Jason Holder,24,25,2,2,0,RCB
2022,1304077,Marcus Stoinis,6,14,0,2,0,RCB
2022,1304077,Mohammed Siraj,24,31,1,6,0,LSG
2022,1304077,Glenn Maxwell,12,11,1,1,0,LSG
2022,1304077,Josh Hazlewood,24,25,4,1,1,LSG
2022,1304077,Shahbaz Ahmed,24,25,0,1,1,LSG
2022,1304077,Harshal Patel,24,47,2,4,2,LSG
2022,1304077,Wanindu Hasaranga de Silva,12,20,0,1,2,LSG
2022,1304078,Shardul Thakur,12,20,0,4,0,PBKS
2022,1304078,Khaleel Ahmed,24,21,2,2,0,PBKS
2022,1304078,Lalit Yadav,12,11,2,2,0,PBKS
2022,1304078,Mustafizur Rahman,24,28,1,4,1,PBKS
2022,1304078,Axar Patel,24,10,2,0,0,PBKS
2022,1304078,Kuldeep Yadav,24,24,2,3,0,PBKS
2022,1304078,Vaibhav Arora,12,31,0,5,1,DC
2022,1304078,Kagiso Rabada,18,35,0,5,1,DC
2022,1304078,Arshdeep Singh,6,17,0,3,0,DC
2022,1304078,Nathan Ellis,12,15,0,2,0,DC
2022,1304078,Rahul Chahar,13,21,1,3,0,DC
2022,1304079,Mukesh Choudhary,18,19,3,3,0,MI
2022,1304079,Mitchell Santner,18,16,1,2,0,MI
2022,1304079,Maheesh Theekshana,24,35,1,1,2,MI
2022,1304079,Ravindra Jadeja,24,30,0,2,1,MI
2022,1304079,Dwaine Pretorius,12,17,0,0,1,MI
2022,1304079,Dwayne Bravo,24,36,2,4,1,MI
2022,1304079,Daniel Sams,24,30,4,2,2,CSK
2022,1304079,Jasprit Bumrah,24,29,0,2,1,CSK
2022,1304079,Riley Meredith,24,25,1,2,1,CSK
2022,1304079,Jaydev Unadkat,24,48,2,4,3,CSK
2022,1304079,Hrithik Shokeen,24,23,0,1,1,CSK
2022,1304080,Khaleel Ahmed,24,47,1,4,4,RR
2022,1304080,Shardul Thakur,18,29,0,2,2,RR
2022,1304080,Lalit Yadav,24,41,0,3,3,RR
2022,1304080,Mustafizur Rahman,24,43,1,6,1,RR
2022,1304080,Kuldeep Yadav,18,40,0,3,3,RR
2022,1304080,Axar Patel,12,21,0,3,1,RR
2022,1304080,Trent Boult,24,47,0,4,4,DC
2022,1304080,Prasidh Krishna,24,22,3,4,0,DC
2022,1304080,Obed McCoy,18,52,1,5,4,DC
2022,1304080,Ravichandran Ashwin,24,32,2,3,0,DC
2022,1304080,Yuzvendra Chahal,24,28,1,0,2,DC
2022,1304080,Riyan Parag,6,22,0,1,2,DC
2022,1304081,Umesh Yadav,24,31,1,3,1,GT
2022,1304081,Tim Southee,24,24,3,2,0,GT
2022,1304081,Shivam Mavi,24,36,1,2,1,GT
2022,1304081,Sunil Narine,24,31,0,1,2,GT
2022,1304081,Varun Chakravarthy,18,26,0,1,1,GT
2022,1304081,Andre Russell,6,5,4,1,0,GT
2022,1304081,Mohammed Shami,24,20,2,2,1,KKR
2022,1304081,Yash Dayal,24,42,2,3,3,KKR
2022,1304081,Alzarri Joseph,24,31,1,2,2,KKR
2022,1304081,Lockie Ferguson,24,33,1,2,3,KKR
2022,1304081,Rashid Khan,24,22,2,2,0,KKR
2022,1304082,Bhuvneshwar Kumar,12,8,1,1,0,RCB
2022,1304082,Marco Jansen,24,25,3,4,0,RCB
2022,1304082,T Natarajan,18,10,3,0,0,RCB
2022,1304082,Jagadeesha Suchith,18,12,2,0,0,RCB
2022,1304082,Umran Malik,24,13,1,1,0,RCB
2022,1304082,Mohammed Siraj,12,15,0,1,1,SRH
2022,1304082,Josh Hazlewood,18,31,0,6,0,SRH
2022,1304082,Harshal Patel,12,18,1,2,1,SRH
2022,1304082,Wanindu Hasaranga de Silva,6,7,0,1,0,SRH
2022,1304083,Daniel Sams,24,40,1,2,2,LSG
2022,1304083,Hrithik Shokeen,12,11,0,1,0,LSG
2022,1304083,Jasprit Bumrah,24,31,1,3,1,LSG
2022,1304083,Riley Meredith,24,40,2,3,3,LSG
2022,1304083,Jaydev Unadkat,24,36,0,4,1,LSG
2022,1304083,Kieron Pollard,12,8,2,0,0,LSG
2022,1304083,Mohsin Khan,24,27,1,1,1,MI
2022,1304083,Dushmantha Chameera,24,14,0,1,0,MI
2022,1304083,Jason Holder,24,36,1,4,1,MI
2022,1304083,Krunal Pandya,24,19,3,1,0,MI
2022,1304083,Ravi Bishnoi,18,28,1,1,2,MI
2022,1304083,Ayush Badoni,6,6,1,0,0,MI
2022,1304084,Mukesh Choudhary,24,36,0,4,0,PBKS
2022,1304084,Maheesh Theekshana,24,32,1,2,1,PBKS
2022,1304084,Mitchell Santner,12,8,0,1,0,PBKS
2022,1304084,Ravindra Jadeja,12,18,0,0,1,PBKS
2022,1304084,Dwaine Pretorius,24,50,0,4,3,PBKS
2022,1304084,Dwayne Bravo,24,42,2,4,1,PBKS
2022,1304084,Kagiso Rabada,24,23,2,4,0,CSK
2022,1304084,Sandeep Sharma,24,40,1,3,3,CSK
2022,1304084,Rishi Dhawan,24,39,2,2,3,CSK
2022,1304084,Arshdeep Singh,24,23,1,2,0,CSK
2022,1304084,Rahul Chahar,18,30,0,3,1,CSK
2022,1304084,Liam Livingstone,6,12,0,1,1,CSK
2022,1304085,Shahbaz Ahmed,18,35,0,1,3,RR
2022,1304085,Mohammed Siraj,24,30,2,4,1,RR
2022,1304085,Josh Hazlewood,24,19,2,2,1,RR
2022,1304085,Wanindu Hasaranga de Silva,24,23,2,1,1,RR
2022,1304085,Harshal Patel,24,33,1,1,2,RR
2022,1304085,Glenn Maxwell,6,4,0,0,0,RR
2022,1304085,Trent Boult,18,20,0,4,0,RCB
2022,1304085,Prasidh Krishna,24,23,2,2,1,RCB
2022,1304085,Ravichandran Ashwin,24,17,3,0,1,RCB
2022,1304085,Kuldeep Sen,19,20,4,1,1,RCB
2022,1304085,Daryl Mitchell,6,7,0,0,0,RCB
2022,1304085,Yuzvendra Chahal,24,23,0,2,1,RCB
2022,1304086,Mohammed Shami,24,39,3,3,2,SRH
2022,1304086,Yash Dayal,24,24,1,2,0,SRH
2022,1304086,Alzarri Joseph,24,35,1,3,1,SRH
2022,1304086,Rashid Khan,24,45,0,2,3,SRH
2022,1304086,Lockie Ferguson,24,52,0,2,5,SRH
2022,1304086,Bhuvneshwar Kumar,24,33,0,3,1,GT
2022,1304086,Marco Jansen,24,63,0,4,5,GT
2022,1304086,T Natarajan,24,43,0,6,1,GT
