season,match_id,fullName,overs,conceded,wickets,foursConceded,sixesConceded,opponentteam
2018,1136562,Ravichandran Ashwin,24,23,1,0,0,DC
2018,1136562,Mohit Sharma,24,33,2,2,1,DC
2018,1136562,Mujeeb Ur Rahman,24,28,2,3,0,DC
2018,1136562,Axar Patel,18,35,1,3,2,DC
2018,1136562,Andrew Tye,24,38,0,3,2,DC
2018,1136562,Marcus Stoinis,6,7,0,0,0,DC
2018,1136562,Trent Boult,21,34,1,3,2,KXIP
2018,1136562,Mohammed Shami,12,26,0,4,1,KXIP
2018,1136562,Amit Mishra,24,46,0,4,2,KXIP
2018,1136562,Chris Morris,18,25,1,3,1,KXIP
2018,1136562,Daniel Christian,12,12,1,0,1,KXIP
2018,1136562,Rahul Tewatia,24,24,1,2,0,KXIP
2018,1136563,Vinay Kumar,12,30,2,3,3,RCB
2018,1136563,Piyush Chawla,24,31,1,2,2,RCB
2018,1136563,Kuldeep Yadav,18,33,0,1,2,RCB
2018,1136563,Sunil Narine,24,30,1,3,1,RCB
2018,1136563,Mitchell Johnson,24,30,1,4,1,RCB
2018,1136563,Andre Russell,12,10,0,0,0,RCB
2018,1136563,Nitish Rana,6,11,2,1,1,RCB
2018,1136563,Yuzvendra Chahal,18,29,0,3,1,KKR
2018,1136563,Chris Woakes,24,36,3,5,2,KKR
2018,1136563,Washington Sundar,24,48,1,2,4,KKR
2018,1136563,Umesh Yadav,24,27,2,3,1,KKR
2018,1136563,Kulwant Khejroliya,21,34,0,2,1,KKR
2018,1136564,Bhuvneshwar Kumar,24,30,1,4,0,RR
2018,1136564,Billy Stanlake,24,29,1,2,0,RR
2018,1136564,Shakib Al Hasan,24,23,2,2,0,RR
2018,1136564,Siddarth Kaul,24,17,2,1,0,RR
2018,1136564,Rashid Khan,24,23,1,3,0,RR
2018,1136564,Dhawal Kulkarni,15,18,0,2,1,SRH
2018,1136564,Jaydev Unadkat,18,28,1,3,1,SRH
2018,1136564,Krishnappa Gowtham,6,9,0,2,0,SRH
2018,1136564,Ben Laughlin,12,20,0,3,0,SRH
2018,1136564,Shreyas Gopal,18,18,0,2,0,SRH
2018,1136564,Ben Stokes,12,21,0,4,0,SRH
2018,1136564,D'Arcy Short,12,9,0,1,0,SRH
2018,1136565,Deepak Chahar,6,18,0,1,2,KKR
2018,1136565,Harbhajan Singh,12,11,1,1,0,KKR
2018,1136565,Shane Watson,24,39,2,5,1,KKR
2018,1136565,Ravindra Jadeja,12,19,1,1,2,KKR
2018,1136565,Imran Tahir,24,26,0,2,1,KKR
2018,1136565,Shardul Thakur,24,37,1,1,4,KKR
2018,1136565,Dwayne Bravo,18,50,0,0,7,KKR
2018,1136565,Vinay Kumar,9,35,0,2,3,CSK
2018,1136565,Piyush Chawla,24,49,1,3,3,CSK
2018,1136565,Andre Russell,24,35,0,2,2,CSK
2018,1136565,Tom Curran,18,39,2,1,4,CSK
2018,1136565,Sunil Narine,24,17,1,0,0,CSK
2018,1136565,Kuldeep Yadav,18,27,1,1,2,CSK
2018,1136566,Trent Boult,18,26,1,3,1,RR
2018,1136566,Shahbaz Nadeem,24,34,2,2,1,RR
2018,1136566,Chris Morris,18,34,0,1,3,RR
2018,1136566,Mohammed Shami,21,29,1,3,1,RR
2018,1136566,Rahul Tewatia,24,29,0,2,0,RR
2018,1136566,Krishnappa Gowtham,6,10,0,2,0,DC
2018,1136566,Dhawal Kulkarni,6,4,0,0,0,DC
2018,1136566,Jaydev Unadkat,12,24,1,4,1,DC
2018,1136566,Ben Laughlin,12,20,2,1,1,DC
2018,1136567,Sandeep Sharma,24,25,2,2,1,MI
2018,1136567,Billy Stanlake,24,42,2,5,3,MI
2018,1136567,Rashid Khan,24,13,1,2,0,MI
2018,1136567,Siddarth Kaul,24,29,2,4,0,MI
2018,1136567,Shakib Al Hasan,24,34,1,2,2,MI
2018,1136567,Pradeep Sangwan,12,19,0,4,0,SRH
2018,1136567,Jasprit Bumrah,24,32,2,4,0,SRH
2018,1136567,Ben Cutting,24,40,0,4,1,SRH
2018,1136567,Krunal Pandya,12,10,0,0,0,SRH
2018,1136567,Mayank Markande,24,23,4,3,0,SRH
2018,1136567,Mustafizur Rahman,24,24,3,3,0,SRH
2018,1136568,Chris Woakes,19,36,2,3,2,KXIP
2018,1136568,Umesh Yadav,24,23,3,3,0,KXIP
2018,1136568,Kulwant Khejroliya,24,33,2,4,1,KXIP
2018,1136568,Yuzvendra Chahal,24,38,1,2,2,KXIP
2018,1136568,Washington Sundar,24,22,2,0,1,KXIP
2018,1136568,Axar Patel,24,25,1,3,0,RCB
2018,1136568,Ravichandran Ashwin,24,30,2,4,1,RCB
2018,1136568,Mujeeb Ur Rahman,24,29,1,2,2,RCB
2018,1136568,Andrew Tye,24,27,1,2,0,RCB
2018,1136568,Mohit Sharma,19,45,0,5,2,RCB
2018,1136569,Trent Boult,24,39,2,4,1,MI
2018,1136569,Shahbaz Nadeem,12,22,0,2,1,MI
2018,1136569,Mohammed Shami,24,36,1,5,1,MI
2018,1136569,Daniel Christian,18,35,2,5,1,MI
2018,1136569,Rahul Tewatia,24,36,2,1,3,MI
2018,1136569,Glenn Maxwell,18,21,0,2,0,MI
2018,1136569,Hardik Pandya,12,32,0,4,2,DC
2018,1136569,Akila Dananjaya,24,47,0,2,4,DC
2018,1136569,Jasprit Bumrah,24,27,0,3,0,DC
2018,1136569,Mustafizur Rahman,24,25,1,2,1,DC
2018,1136569,Mayank Markande,18,42,0,5,2,DC
2018,1136569,Krunal Pandya,18,21,2,2,1,DC
2018,1136570,Bhuvneshwar Kumar,24,26,3,2,1,KKR
2018,1136570,Billy Stanlake,24,21,2,2,1,KKR
2018,1136570,Siddarth Kaul,24,37,1,5,1,KKR
2018,1136570,Rashid Khan,24,31,0,2,1,KKR
2018,1136570,Shakib Al Hasan,24,21,2,1,0,KKR
2018,1136570,Mitchell Johnson,18,30,1,5,0,SRH
2018,1136570,Andre Russell,18,39,0,5,2,SRH
2018,1136570,Sunil Narine,24,17,2,0,0,SRH
2018,1136570,Piyush Chawla,24,20,1,2,0,SRH
2018,1136570,Kuldeep Yadav,24,23,1,2,0,SRH
2018,1136570,Shivam Mavi,6,10,0,0,1,SRH
2018,1136571,Washington Sundar,24,30,0,1,2,RR
2018,1136571,Chris Woakes,24,47,2,4,3,RR
2018,1136571,Umesh Yadav,24,59,0,4,4,RR
2018,1136571,Yuzvendra Chahal,24,22,2,3,0,RR
2018,1136571,Kulwant Khejroliya,18,40,0,1,4,RR
2018,1136571,Pawan Negi,6,13,0,1,1,RR
2018,1136571,Krishnappa Gowtham,24,36,1,5,1,RCB
2018,1136571,Dhawal Kulkarni,6,14,0,3,0,RCB
2018,1136571,Jaydev Unadkat,18,35,0,4,1,RCB
2018,1136571,Ben Stokes,18,32,1,3,1,RCB
2018,1136571,Shreyas Gopal,24,22,2,1,1,RCB
2018,1136571,D'Arcy Short,6,10,1,0,1,RCB
2018,1136571,Ben Laughlin,24,46,1,4,2,RCB
2018,1136572,Deepak Chahar,18,37,0,5,2,KXIP
2018,1136572,Harbhajan Singh,24,41,1,5,2,KXIP
2018,1136572,Shardul Thakur,18,33,2,3,1,KXIP
2018,1136572,Imran Tahir,24,34,2,3,2,KXIP
2018,1136572,Shane Watson,12,15,1,0,1,KXIP
2018,1136572,Dwayne Bravo,24,37,1,3,1,KXIP
2018,1136572,Barinder Sran,24,37,0,1,2,CSK
2018,1136572,Mohit Sharma,24,47,1,5,3,CSK
2018,1136572,Andrew Tye,24,47,2,5,2,CSK
2018,1136572,Mujeeb Ur Rahman,18,18,0,1,0,CSK
2018,1136572,Ravichandran Ashwin,24,32,1,2,1,CSK
2018,1136572,Yuvraj Singh,6,10,0,1,0,CSK
2018,1136573,Trent Boult,24,29,2,6,0,KKR
2018,1136573,Chris Morris,24,41,2,4,3,KKR
2018,1136573,Shahbaz Nadeem,24,43,1,3,3,KKR
2018,1136573,Rahul Tewatia,18,18,3,0,2,KKR
2018,1136573,Mohammed Shami,24,53,1,0,6,KKR
2018,1136573,Vijay Shankar,6,12,0,1,1,KKR
2018,1136573,Piyush Chawla,12,16,1,1,1,DC
2018,1136573,Andre Russell,12,25,1,5,0,DC
2018,1136573,Shivam Mavi,12,14,1,2,0,DC
2018,1136573,Sunil Narine,18,18,3,2,0,DC
2018,1136573,Tom Curran,12,21,1,1,2,DC
2018,1136573,Kuldeep Yadav,19,32,3,2,2,DC
2018,1136574,Umesh Yadav,24,36,2,3,2,MI
2018,1136574,Chris Woakes,18,31,1,2,3,MI
2018,1136574,Washington Sundar,12,32,0,4,1,MI
2018,1136574,Mohammed Siraj,24,34,0,1,2,MI
2018,1136574,Yuzvendra Chahal,18,32,0,0,4,MI
2018,1136574,Corey Anderson,24,47,2,8,1,MI
2018,1136574,Jasprit Bumrah,24,28,2,3,1,RCB
2018,1136574,Krunal Pandya,24,28,3,3,0,RCB
2018,1136574,Mitchell McClenaghan,18,24,2,1,1,RCB
2018,1136574,Mustafizur Rahman,24,55,0,4,4,RCB
2018,1136574,Mayank Markande,24,25,1,1,1,RCB
2018,1136574,Hardik Pandya,6,4,0,0,0,RCB
2018,1136575,Piyush Chawla,24,18,1,1,0,RR
2018,1136575,Kuldeep Yadav,24,23,1,1,1,RR
2018,1136575,Sunil Narine,24,48,0,7,1,RR
2018,1136575,Shivam Mavi,24,40,1,3,2,RR
2018,1136575,Nitish Rana,12,11,2,1,0,RR
2018,1136575,Tom Curran,12,19,2,2,0,RR
2018,1136575,Krishnappa Gowtham,24,23,2,3,0,KKR
2018,1136575,Dhawal Kulkarni,12,20,0,4,0,KKR
2018,1136575,Jaydev Unadkat,18,34,0,3,2,KKR
2018,1136575,Ben Laughlin,21,37,0,2,2,KKR
2018,1136575,Shreyas Gopal,18,23,0,0,2,KKR
2018,1136575,Ben Stokes,18,25,0,3,0,KKR
2018,1136576,Bhuvneshwar Kumar,24,25,1,1,1,KXIP
2018,1136576,Chris Jordan,24,31,0,2,2,KXIP
2018,1136576,Rashid Khan,24,55,1,1,7,KXIP
2018,1136576,Siddarth Kaul,24,33,1,4,0,KXIP
2018,1136576,Deepak Hooda,12,16,0,1,1,KXIP
2018,1136576,Shakib Al Hasan,12,28,0,1,3,KXIP
2018,1136576,Barinder Sran,24,22,0,1,0,SRH
2018,1136576,Mohit Sharma,24,51,2,6,1,SRH
2018,1136576,Andrew Tye,24,23,2,2,0,SRH
2018,1136576,Ravichandran Ashwin,24,53,0,1,4,SRH
2018,1136576,Mujeeb Ur Rahman,24,27,0,1,0,SRH
2018,1136577,Stuart Binny,12,33,0,7,0,CSK
2018,1136577,Krishnappa Gowtham,18,35,0,1,3,CSK
2018,1136577,Jaydev Unadkat,24,39,0,4,2,CSK
2018,1136577,Ben Stokes,18,39,0,8,0,CSK
2018,1136577,Ben Laughlin,24,38,2,3,1,CSK
2018,1136577,Shreyas Gopal,24,20,3,2,0,CSK
2018,1136577,Deepak Chahar,24,30,2,1,1,RR
2018,1136577,Shardul Thakur,18,18,2,2,0,RR
2018,1136577,Shane Watson,18,13,1,1,0,RR
2018,1136577,Imran Tahir,24,44,1,3,2,RR
2018,1136577,Dwayne Bravo,12,16,2,1,0,RR
2018,1136577,Karn Sharma,7,13,2,2,0,RR
2018,1136577,Ravindra Jadeja,6,6,0,0,0,RR
2018,1136578,Ankit Rajpoot,18,32,0,4,1,KKR
2018,1136578,Mujeeb Ur Rahman,24,32,1,5,0,KKR
2018,1136578,Barinder Sran,24,50,2,5,3,KKR
2018,1136578,Andrew Tye,24,30,2,2,1,KKR
2018,1136578,Ravichandran Ashwin,24,33,1,3,0,KKR
2018,1136578,Yuvraj Singh,6,13,0,2,0,KKR
2018,1136578,Shivam Mavi,18,29,0,4,1,KXIP
2018,1136578,Andre Russell,9,31,0,4,2,KXIP
2018,1136578,Nitish Rana,0,0,0,0,0,KXIP
2018,1136578,Sunil Narine,18,23,1,3,1,KXIP
2018,1136578,Piyush Chawla,12,24,0,2,2,KXIP
2018,1136578,Kuldeep Yadav,6,13,0,1,1,KXIP
2018,1136578,Tom Curran,0,6,0,0,1,KXIP
2018,1136579,Umesh Yadav,24,27,1,3,1,DC
2018,1136579,Chris Woakes,24,40,0,6,1,DC
2018,1136579,Yuzvendra Chahal,18,22,2,1,2,DC
2018,1136579,Mohammed Siraj,24,35,0,1,3,DC
2018,1136579,Washington Sundar,24,31,1,1,2,DC
2018,1136579,Corey Anderson,6,10,1,1,1,DC
2018,1136579,Trent Boult,24,33,1,3,1,RCB
2018,1136579,Glenn Maxwell,12,13,1,0,1,RCB
2018,1136579,Shahbaz Nadeem,12,27,0,6,0,RCB
2018,1136579,Chris Morris,24,43,0,3,3,RCB
2018,1136579,Harshal Patel,18,33,1,2,2,RCB
2018,1136579,Rahul Tewatia,18,26,0,0,2,RCB
2018,1136580,Bhuvneshwar Kumar,18,22,1,1,2,CSK
2018,1136580,Billy Stanlake,24,38,0,4,2,CSK
2018,1136580,Shakib Al Hasan,24,32,0,2,1,CSK
2018,1136580,Siddarth Kaul,24,33,0,5,0,CSK
2018,1136580,Rashid Khan,24,49,1,5,3,CSK
2018,1136580,Deepak Hooda,6,8,0,1,0,CSK
2018,1136580,Deepak Chahar,24,15,3,1,1,SRH
2018,1136580,Shardul Thakur,24,45,1,4,3,SRH
2018,1136580,Shane Watson,12,23,0,1,1,SRH
2018,1136580,Ravindra Jadeja,24,28,0,1,1,SRH
2018,1136580,Karn Sharma,18,30,1,0,3,SRH
2018,1136580,Dwayne Bravo,18,37,1,2,3,SRH
2018,1136581,Dhawal Kulkarni,24,32,2,1,3,MI
2018,1136581,Krishnappa Gowtham,18,20,0,2,0,MI
2018,1136581,Jofra Archer,24,22,3,3,0,MI
2018,1136581,Jaydev Unadkat,24,31,1,3,1,MI
2018,1136581,Shreyas Gopal,12,30,0,2,2,MI
2018,1136581,Ben Stokes,18,31,0,2,1,MI
2018,1136581,Mitchell McClenaghan,18,32,1,3,1,RR
2018,1136581,Jasprit Bumrah,24,28,2,3,0,RR
2018,1136581,Krunal Pandya,24,33,1,2,0,RR
2018,1136581,Mustafizur Rahman,24,35,1,3,1,RR
2018,1136581,Mayank Markande,12,15,0,1,0,RR
2018,1136581,Hardik Pandya,14,25,2,2,1,RR
2018,1136582,Trent Boult,18,21,2,3,0,KXIP
2018,1136582,Avesh Khan,24,36,2,5,1,KXIP
2018,1136582,Liam Plunkett,24,17,3,1,0,KXIP
2018,1136582,Daniel Christian,18,17,1,2,0,KXIP
2018,1136582,Amit Mishra,24,33,0,1,1,KXIP
2018,1136582,Glenn Maxwell,6,4,0,0,0,KXIP
2018,1136582,Rahul Tewatia,6,6,0,0,0,KXIP
2018,1136582,Ankit Rajpoot,24,23,2,4,0,DC
2018,1136582,Barinder Sran,24,45,1,4,1,DC
2018,1136582,Andrew Tye,24,25,2,0,1,DC
2018,1136582,Ravichandran Ashwin,24,19,0,1,0,DC
2018,1136582,Mujeeb Ur Rahman,24,25,2,2,1,DC
2018,1136583,Jasprit Bumrah,24,25,1,3,0,SRH
2018,1136583,Mitchell McClenaghan,18,22,2,3,0,SRH
2018,1136583,Hardik Pandya,18,20,2,3,0,SRH
2018,1136583,Mustafizur Rahman,20,18,1,1,1,SRH
2018,1136583,Mayank Markande,18,15,2,2,0,SRH
2018,1136583,Krunal Pandya,12,14,0,1,0,SRH
2018,1136583,Sandeep Sharma,18,9,1,1,0,MI
2018,1136583,Mohammad Nabi,18,23,1,4,0,MI
2018,1136583,Shakib Al Hasan,18,16,1,0,1,MI
2018,1136583,Siddarth Kaul,24,23,3,4,0,MI
2018,1136583,Rashid Khan,24,11,2,1,0,MI
2018,1136583,Basil Thampi,9,4,2,0,0,MI
2018,1136584,Deepak Chahar,12,20,0,2,1,RCB
2018,1136584,Shardul Thakur,24,46,2,1,5,RCB
2018,1136584,Harbhajan Singh,12,24,0,1,3,RCB
2018,1136584,Ravindra Jadeja,12,22,0,1,2,RCB
2018,1136584,Shane Watson,12,21,0,1,1,RCB
2018,1136584,Imran Tahir,24,35,2,1,2,RCB
2018,1136584,Dwayne Bravo,24,33,2,2,2,RCB
2018,1136584,Pawan Negi,18,36,1,0,5,CSK
2018,1136584,Umesh Yadav,24,23,1,2,1,CSK
2018,1136584,Washington Sundar,6,14,0,0,2,CSK
2018,1136584,Mohammed Siraj,24,48,0,4,2,CSK
2018,1136584,Yuzvendra Chahal,24,26,2,1,1,CSK
2018,1136584,Corey Anderson,20,58,0,2,6,CSK
2018,1136585,Ankit Rajpoot,24,14,5,2,0,SRH
2018,1136585,Barinder Sran,18,27,0,5,0,SRH
2018,1136585,Ravichandran Ashwin,24,34,0,1,2,SRH
2018,1136585,Manoj Tiwary,6,10,0,0,0,SRH
2018,1136585,Mujeeb Ur Rahman,24,17,1,0,0,SRH
2018,1136585,Andrew Tye,24,28,0,3,0,SRH
2018,1136585,Sandeep Sharma,24,17,2,2,0,KXIP
2018,1136585,Mohammad Nabi,12,24,0,2,2,KXIP
2018,1136585,Siddarth Kaul,24,25,0,3,0,KXIP
2018,1136585,Basil Thampi,13,14,2,0,1,KXIP
2018,1136585,Rashid Khan,24,19,3,2,0,KXIP
2018,1136585,Shakib Al Hasan,18,18,2,0,1,KXIP
2018,1136586,Piyush Chawla,24,33,1,4,1,DC
2018,1136586,Kuldeep Yadav,12,22,0,0,2,DC
2018,1136586,Shivam Mavi,24,58,1,3,6,DC
2018,1136586,Sunil Narine,18,35,0,1,3,DC
2018,1136586,Mitchell Johnson,24,42,0,4,3,DC
2018,1136586,Andre Russell,18,28,1,3,1,DC
2018,1136586,Trent Boult,24,44,2,4,3,KKR
2018,1136586,Glenn Maxwell,12,22,2,2,1,KKR
2018,1136586,Avesh Khan,24,29,2,2,2,KKR
2018,1136586,Liam Plunkett,24,24,0,1,1,KKR
2018,1136586,Amit Mishra,24,23,2,2,0,KKR
2018,1136586,Vijay Shankar,6,10,0,0,1,KKR
2018,1136586,Rahul Tewatia,6,11,0,1,1,KKR
2018,1136587,Mitchell McClenaghan,24,26,2,2,1,CSK
2018,1136587,Jasprit Bumrah,24,25,0,2,1,CSK
2018,1136587,Hardik Pandya,24,39,1,4,2,CSK
2018,1136587,Krunal Pandya,24,32,2,1,2,CSK
2018,1136587,Mayank Markande,18,30,0,2,2,CSK
2018,1136587,Ben Cutting,6,14,0,1,1,CSK
2018,1136587,Deepak Chahar,12,19,0,3,0,MI
2018,1136587,Shardul Thakur,24,38,0,5,1,MI
2018,1136587,Shane Watson,24,41,0,2,3,MI
2018,1136587,Harbhajan Singh,21,20,1,1,0,MI
2018,1136587,Imran Tahir,14,26,0,1,2,MI
2018,1136587,Dwayne Bravo,18,21,1,2,0,MI
2018,1136588,Krishnappa Gowtham,24,18,2,0,0,SRH
2018,1136588,Dhawal Kulkarni,12,20,0,4,0,SRH
2018,1136588,Jofra Archer,24,26,3,2,1,SRH
2018,1136588,Jaydev Unadkat,18,33,1,3,1,SRH
2018,1136588,Ish Sodhi,18,25,1,3,0,SRH
2018,1136588,Ben Stokes,18,20,0,2,0,SRH
2018,1136588,Mahipal Lomror,6,8,0,1,0,SRH
2018,1136588,Sandeep Sharma,24,15,1,1,0,RR
2018,1136588,Shakib Al Hasan,24,30,0,2,0,RR
2018,1136588,Basil Thampi,12,26,1,3,1,RR
2018,1136588,Siddarth Kaul,24,23,2,1,0,RR
2018,1136588,Rashid Khan,24,31,1,1,1,RR
2018,1136588,Yusuf Pathan,12,14,1,1,0,RR
2018,1136589,Piyush Chawla,18,22,0,3,1,RCB
2018,1136589,Sunil Narine,24,38,0,4,2,RCB
2018,1136589,Mitchell Johnson,18,38,0,2,3,RCB
2018,1136589,Shivam Mavi,18,21,0,2,0,RCB
2018,1136589,Kuldeep Yadav,24,20,1,0,1,RCB
2018,1136589,Andre Russell,18,31,3,1,2,RCB
2018,1136589,Tim Southee,24,34,0,4,0,KKR
2018,1136589,Umesh Yadav,18,36,0,3,3,KKR
2018,1136589,Yuzvendra Chahal,24,29,0,3,1,KKR
2018,1136589,Mohammed Siraj,24,40,2,4,1,KKR
2018,1136589,Murugan Ashwin,24,36,2,4,1,KKR
2018,1136590,Trent Boult,24,48,0,6,3,CSK
2018,1136590,Avesh Khan,24,28,0,1,2,CSK
2018,1136590,Rahul Tewatia,12,23,0,1,2,CSK
2018,1136590,Liam Plunkett,18,52,0,2,6,CSK
2018,1136590,Amit Mishra,24,30,1,1,1,CSK
2018,1136590,Vijay Shankar,12,22,1,3,0,CSK
2018,1136590,Glenn Maxwell,6,5,1,0,0,CSK
2018,1136590,Lungi Ngidi,24,26,1,2,1,DC
2018,1136590,KM Asif,18,43,2,6,2,DC
2018,1136590,Shane Watson,12,27,0,2,2,DC
2018,1136590,Ravindra Jadeja,24,31,1,2,1,DC
2018,1136590,Harbhajan Singh,24,26,0,1,1,DC
2018,1136590,Dwayne Bravo,18,43,0,2,4,DC
2018,1136591,Jean-Paul Duminy,12,28,0,2,3,RCB
2018,1136591,Mitchell McClenaghan,24,34,1,1,3,RCB
2018,1136591,Jasprit Bumrah,24,22,1,0,1,RCB
2018,1136591,Krunal Pandya,24,24,0,1,1,RCB
2018,1136591,Mayank Markande,18,28,1,4,1,RCB
2018,1136591,Hardik Pandya,18,28,3,2,2,RCB
2018,1136591,Tim Southee,24,25,2,3,1,MI
2018,1136591,Umesh Yadav,24,29,2,3,0,MI
2018,1136591,Mohammed Siraj,24,28,2,2,0,MI
2018,1136591,Yuzvendra Chahal,24,23,0,2,0,MI
2018,1136591,Washington Sundar,6,15,0,1,1,MI
2018,1136591,Colin de Grandhomme,18,28,0,2,1,MI
2018,1136592,Dhawal Kulkarni,18,37,1,3,3,DC
2018,1136592,Jofra Archer,18,31,1,3,2,DC
2018,1136592,Krishnappa Gowtham,12,27,0,4,1,DC
2018,1136592,Jaydev Unadkat,24,46,3,4,2,DC
2018,1136592,Shreyas Gopal,12,26,1,0,4,DC
2018,1136592,Ben Stokes,18,28,0,2,1,DC
2018,1136592,Shahbaz Nadeem,6,13,0,1,1,RR
2018,1136592,Trent Boult,18,26,2,3,0,RR
2018,1136592,Avesh Khan,12,36,0,2,4,RR
2018,1136592,Liam Plunkett,18,37,0,3,3,RR
2018,1136592,Amit Mishra,12,12,1,0,1,RR
2018,1136592,Glenn Maxwell,6,21,1,0,3,RR
2018,1136593,Mitchell Johnson,24,51,0,4,4,CSK
2018,1136593,Piyush Chawla,24,35,2,7,0,CSK
2018,1136593,Shivam Mavi,18,21,0,1,1,CSK
2018,1136593,Sunil Narine,24,20,2,2,0,CSK
2018,1136593,Andre Russell,6,12,0,2,0,CSK
2018,1136593,Kuldeep Yadav,24,34,1,1,2,CSK
2018,1136593,Lungi Ngidi,18,36,1,4,2,KKR
2018,1136593,KM Asif,18,32,1,1,4,KKR
2018,1136593,Shane Watson,12,19,0,4,0,KKR
2018,1136593,Ravindra Jadeja,24,39,1,2,1,KKR
2018,1136593,Harbhajan Singh,18,20,1,4,0,KKR
2018,1136593,Dwayne Bravo,8,22,0,4,0,KKR
2018,1136593,Karn Sharma,6,11,0,1,0,KKR
2018,1136594,Mitchell McClenaghan,24,31,1,1,3,KXIP
2018,1136594,Jasprit Bumrah,24,19,1,0,1,KXIP
2018,1136594,Hardik Pandya,24,44,1,5,2,KXIP
2018,1136594,Mayank Markande,18,29,1,2,2,KXIP
2018,1136594,Jean-Paul Duminy,6,8,0,1,0,KXIP
2018,1136594,Ben Cutting,18,28,1,1,2,KXIP
2018,1136594,Krunal Pandya,6,10,0,0,1,KXIP
2018,1136594,Ravichandran Ashwin,24,23,0,0,1,MI
2018,1136594,Ankit Rajpoot,18,31,0,2,3,MI
2018,1136594,Andrew Tye,24,35,1,4,1,MI
2018,1136594,Mujeeb Ur Rahman,24,37,2,1,4,MI
2018,1136594,Axar Patel,6,9,0,1,0,MI
2018,1136594,Marcus Stoinis,18,37,1,5,2,MI
2018,1136595,David Willey,24,24,1,2,1,RCB
2018,1136595,Lungi Ngidi,24,24,1,3,1,RCB
2018,1136595,Shardul Thakur,12,19,0,2,1,RCB
2018,1136595,Ravindra Jadeja,24,18,3,0,0,RCB
2018,1136595,Harbhajan Singh,24,22,2,3,0,RCB
2018,1136595,Dwayne Bravo,12,17,0,1,0,RCB
2018,1136595,Tim Southee,18,30,0,4,1,CSK
2018,1136595,Yuzvendra Chahal,18,29,0,1,3,CSK
2018,1136595,Umesh Yadav,18,15,2,1,1,CSK
2018,1136595,Mohammed Siraj,12,18,0,0,2,CSK
2018,1136595,Colin de Grandhomme,24,16,1,1,0,CSK
2018,1136595,Murugan Ashwin,18,17,1,1,1,CSK
2018,1136596,Bhuvneshwar Kumar,24,33,0,2,1,DC
2018,1136596,Sandeep Sharma,24,35,0,3,1,DC
2018,1136596,Shakib Al Hasan,24,34,0,1,2,DC
2018,1136596,Siddarth Kaul,24,37,1,4,1,DC
2018,1136596,Rashid Khan,24,23,2,1,1,DC
2018,1136596,Trent Boult,24,30,0,1,1,SRH
2018,1136596,Avesh Khan,18,47,0,2,5,SRH
2018,1136596,Glenn Maxwell,6,4,0,0,0,SRH
2018,1136596,Liam Plunkett,24,27,1,2,0,SRH
2018,1136596,Amit Mishra,24,19,2,1,0,SRH
2018,1136596,Daniel Christian,21,37,0,3,1,SRH
2018,1136597,Nitish Rana,12,17,0,3,0,MI
2018,1136597,Prasidh Krishna,24,39,0,5,1,MI
2018,1136597,Mitchell Johnson,18,25,0,2,1,MI
2018,1136597,Sunil Narine,24,35,2,2,2,MI
2018,1136597,Piyush Chawla,18,35,0,4,2,MI
2018,1136597,Kuldeep Yadav,12,17,0,1,1,MI
2018,1136597,Andre Russell,12,12,2,1,0,MI
2018,1136597,Mitchell McClenaghan,24,30,1,3,1,KKR
2018,1136597,Jasprit Bumrah,24,34,1,5,1,KKR
2018,1136597,Hardik Pandya,24,19,2,2,0,KKR
2018,1136597,Krunal Pandya,18,29,1,4,1,KKR
2018,1136597,Mayank Markande,18,25,1,2,2,KKR
2018,1136597,Ben Cutting,12,23,0,5,0,KKR
2018,1136598,Ravichandran Ashwin,24,30,1,3,1,RR
2018,1136598,Ankit Rajpoot,18,37,1,7,0,RR
2018,1136598,Mujeeb Ur Rahman,24,27,3,3,0,RR
2018,1136598,Axar Patel,24,21,1,1,0,RR
2018,1136598,Andrew Tye,24,24,2,2,0,RR
2018,1136598,Marcus Stoinis,6,6,0,0,0,RR
2018,1136598,Krishnappa Gowtham,18,18,1,3,0,KXIP
2018,1136598,Jofra Archer,20,43,1,4,2,KXIP
2018,1136598,Ben Stokes,18,22,1,2,0,KXIP
2018,1136598,Jaydev Unadkat,24,26,0,2,1,KXIP
2018,1136598,Shreyas Gopal,18,26,0,1,2,KXIP
2018,1136598,Anureet Singh,12,20,1,1,1,KXIP
2018,1136599,Moeen Ali,18,19,0,2,0,SRH
2018,1136599,Umesh Yadav,24,36,1,4,1,SRH
2018,1136599,Tim Southee,24,30,3,4,0,SRH
2018,1136599,Mohammed Siraj,24,25,3,2,1,SRH
2018,1136599,Yuzvendra Chahal,24,25,1,1,1,SRH
2018,1136599,Colin de Grandhomme,6,8,0,1,0,SRH
2018,1136599,Sandeep Sharma,24,20,1,1,0,RCB
2018,1136599,Bhuvneshwar Kumar,24,27,1,4,0,RCB
2018,1136599,Shakib Al Hasan,24,36,2,4,1,RCB
2018,1136599,Siddarth Kaul,24,25,1,2,0,RCB
2018,1136599,Rashid Khan,24,31,1,2,2,RCB
2018,1136600,Marcus Stoinis,12,15,1,2,0,RR
2018,1136600,Axar Patel,18,24,0,2,1,RR
2018,1136600,Mohit Sharma,18,29,0,3,1,RR
2018,1136600,Andrew Tye,24,34,4,3,1,RR
2018,1136600,Ravichandran Ashwin,24,34,0,2,1,RR
