season,match_id,match_name,home_team,away_team,venue,city,country,current_innings,innings_id,name,fullName,runs,ballsFaced,minutes,fours,sixes,strikeRate,captain,isNotOut,runningScore,runningOver,shortText,opponentteam
2022,1304047,CSK v KKR,CSK,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,CSK,1,RD Gaikwad,Ruturaj Gaikwad,0,4,5.0,0,0,0.0,0,0,"{'wickets': 1, 'runs': 2}",0.3,c Rana b Yadav,KKR
2022,1304047,CSK v KKR,CSK,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,CSK,1,DP Conway,Devon Conway,3,8,25.0,0,0,37.5,0,0,"{'wickets': 2, 'runs': 28}",4.1,c SS Iyer b Yadav,KKR
2022,1304047,CSK v KKR,CSK,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,CSK,1,RV Uthappa,Robin Uthappa,28,21,37.0,2,2,133.33,0,0,"{'wickets': 3, 'runs': 49}",7.5,st &dagger;Jackson b Varun,KKR
2022,1304047,CSK v KKR,CSK,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,CSK,1,AT Rayudu,Ambati Rayudu,15,17,22.0,1,1,88.23,0,0,"{'wickets': 4, 'runs': 52}",8.4,run out (SS Iyer/Narine),KKR
2022,1304047,CSK v KKR,CSK,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,CSK,1,RA Jadeja,Ravindra Jadeja,26,28,63.0,0,1,92.85,1,1,{},11.0,not out,KKR
2022,1304047,CSK v KKR,CSK,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,CSK,1,S Dube,Shivam Dube,3,6,11.0,0,0,50.0,0,0,"{'wickets': 5, 'runs': 61}",10.5,c Narine b Russell,KKR
2022,1304047,CSK v KKR,CSK,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,CSK,1,MS Dhoni,MS Dhoni,50,38,47.0,7,1,131.57,0,1,{},11.0,not out,KKR
2022,1304047,CSK v KKR,CSK,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,KKR,2,AM Rahane,Ajinkya Rahane,44,34,56.0,6,1,129.41,0,0,"{'wickets': 3, 'runs': 87}",11.4,c Jadeja b Santner,CSK
2022,1304047,CSK v KKR,CSK,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,KKR,2,VR Iyer,Venkatesh Iyer,16,16,31.0,2,0,100.0,0,0,"{'wickets': 1, 'runs': 43}",6.2,c &dagger;Dhoni b Bravo,CSK
2022,1304047,CSK v KKR,CSK,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,KKR,2,N Rana,Nitish Rana,21,17,19.0,2,1,123.52,0,0,"{'wickets': 2, 'runs': 76}",9.6,c Rayudu b Bravo,CSK
2022,1304047,CSK v KKR,CSK,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,KKR,2,SS Iyer,Shreyas Iyer,20,19,36.0,1,0,105.26,1,1,{},11.0,not out,CSK
2022,1304047,CSK v KKR,CSK,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,KKR,2,SW Billings,Sam Billings,25,22,25.0,1,1,113.63,0,0,"{'wickets': 4, 'runs': 123}",17.3,c Deshpande b Bravo,CSK
2022,1304047,CSK v KKR,CSK,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,KKR,2,SP Jackson,Sheldon Jackson,3,3,6.0,0,0,100.0,0,1,{},11.0,not out,CSK
2022,1304048,DC v MI,DC,MI,"Brabourne Stadium, Mumbai",Mumbai,India,MI,1,RG Sharma,Rohit Sharma,41,32,42.0,4,2,128.12,1,0,"{'wickets': 1, 'runs': 67}",8.2,c Powell b Kuldeep Yadav,DC
2022,1304048,DC v MI,DC,MI,"Brabourne Stadium, Mumbai",Mumbai,India,MI,1,Ishan Kishan,Ishan Kishan,81,48,99.0,11,2,168.75,0,1,{},11.0,not out,DC
2022,1304048,DC v MI,DC,MI,"Brabourne Stadium, Mumbai",Mumbai,India,MI,1,Anmolpreet Singh,Anmolpreet Singh,8,9,10.0,0,0,88.88,0,0,"{'wickets': 2, 'runs': 83}",10.4,c Lalit Yadav b Kuldeep Yadav,DC
2022,1304048,DC v MI,DC,MI,"Brabourne Stadium, Mumbai",Mumbai,India,MI,1,NT Tilak Varma,Tilak Varma,22,15,18.0,3,0,146.66,0,0,"{'wickets': 3, 'runs': 117}",14.2,c Shaw b Ahmed,DC
2022,1304048,DC v MI,DC,MI,"Brabourne Stadium, Mumbai",Mumbai,India,MI,1,KA Pollard,Kieron Pollard,3,6,8.0,0,0,50.0,0,0,"{'wickets': 4, 'runs': 122}",15.5,c Seifert b Kuldeep Yadav,DC
2022,1304048,DC v MI,DC,MI,"Brabourne Stadium, Mumbai",Mumbai,India,MI,1,TH David,Tim David,12,8,17.0,0,1,150.0,0,0,"{'wickets': 5, 'runs': 159}",18.6,c Mandeep Singh b Ahmed,DC
2022,1304048,DC v MI,DC,MI,"Brabourne Stadium, Mumbai",Mumbai,India,MI,1,DR Sams,Daniel Sams,7,2,6.0,0,1,350.0,0,1,{},11.0,not out,DC
2022,1304048,DC v MI,DC,MI,"Brabourne Stadium, Mumbai",Mumbai,India,DC,2,PP Shaw,Prithvi Shaw,38,24,53.0,4,2,158.33,0,0,"{'wickets': 4, 'runs': 72}",9.2,c &dagger;Ishan Kishan b Basil Thampi,MI
2022,1304048,DC v MI,DC,MI,"Brabourne Stadium, Mumbai",Mumbai,India,DC,2,TL Seifert,Tim Seifert,21,14,19.0,4,0,150.0,0,0,"{'wickets': 1, 'runs': 30}",3.3, b Ashwin,MI
2022,1304048,DC v MI,DC,MI,"Brabourne Stadium, Mumbai",Mumbai,India,DC,2,Mandeep Singh,Mandeep Singh,0,2,3.0,0,0,0.0,0,0,"{'wickets': 2, 'runs': 30}",3.5,c Tilak Varma b Ashwin,MI
2022,1304048,DC v MI,DC,MI,"Brabourne Stadium, Mumbai",Mumbai,India,DC,2,RR Pant,Rishabh Pant,1,2,5.0,0,0,50.0,1,0,"{'wickets': 3, 'runs': 32}",4.1,c David b Mills,MI
2022,1304048,DC v MI,DC,MI,"Brabourne Stadium, Mumbai",Mumbai,India,DC,2,Lalit Yadav,Lalit Yadav,48,38,77.0,4,2,126.31,0,1,{},11.0,not out,MI
2022,1304048,DC v MI,DC,MI,"Brabourne Stadium, Mumbai",Mumbai,India,DC,2,R Powell,Rovman Powell,0,2,3.0,0,0,0.0,0,0,"{'wickets': 5, 'runs': 72}",9.4,c Sams b Basil Thampi,MI
2022,1304048,DC v MI,DC,MI,"Brabourne Stadium, Mumbai",Mumbai,India,DC,2,SN Thakur,Shardul Thakur,22,11,19.0,4,0,200.0,0,0,"{'wickets': 6, 'runs': 104}",13.2,c Sharma b Basil Thampi,MI
2022,1304048,DC v MI,DC,MI,"Brabourne Stadium, Mumbai",Mumbai,India,DC,2,AR Patel,Axar Patel,38,17,31.0,2,3,223.52,0,1,{},11.0,not out,MI
2022,1304049,PBKS v RCB,PBKS,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RCB,1,F du Plessis,Faf du Plessis,88,57,82.0,3,7,154.38,1,0,"{'wickets': 2, 'runs': 168}",17.1,c Shahrukh Khan b Arshdeep Singh,PBKS
2022,1304049,PBKS v RCB,PBKS,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RCB,1,Anuj Rawat,Anuj Rawat,21,20,37.0,2,1,105.0,0,0,"{'wickets': 1, 'runs': 50}",6.6, b Chahar,PBKS
2022,1304049,PBKS v RCB,PBKS,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RCB,1,V Kohli,Virat Kohli,41,29,60.0,1,2,141.37,0,1,{},11.0,not out,PBKS
2022,1304049,PBKS v RCB,PBKS,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RCB,1,KD Karthik,Dinesh Karthik,32,14,16.0,3,3,228.57,0,1,{},11.0,not out,PBKS
2022,1304049,PBKS v RCB,PBKS,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,PBKS,2,MA Agarwal,Mayank Agarwal,32,24,42.0,2,2,133.33,1,0,"{'wickets': 1, 'runs': 71}",7.1,c Shahbaz Ahmed b de Silva,RCB
2022,1304049,PBKS v RCB,PBKS,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,PBKS,2,S Dhawan,Shikhar Dhawan,43,29,63.0,5,1,148.27,0,0,"{'wickets': 2, 'runs': 118}",11.2,c Anuj Rawat b Patel,RCB
2022,1304049,PBKS v RCB,PBKS,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,PBKS,2,PBB Rajapaksa,Bhanuka Rajapaksa,43,22,34.0,2,4,195.45,0,0,"{'wickets': 3, 'runs': 139}",13.1,c Shahbaz Ahmed b Mohammed Siraj,RCB
2022,1304049,PBKS v RCB,PBKS,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,PBKS,2,LS Livingstone,Liam Livingstone,19,10,26.0,0,2,190.0,0,0,"{'wickets': 5, 'runs': 156}",14.5,c Anuj Rawat b Akash Deep,RCB
2022,1304049,PBKS v RCB,PBKS,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,PBKS,2,RA Bawa,Raj Bawa,0,1,3.0,0,0,0.0,0,0,"{'wickets': 4, 'runs': 139}",13.2,lbw b Mohammed Siraj,RCB
2022,1304049,PBKS v RCB,PBKS,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,PBKS,2,M Shahrukh Khan,M Shahrukh Khan,24,20,37.0,1,2,120.0,0,1,{},11.0,not out,RCB
2022,1304049,PBKS v RCB,PBKS,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,PBKS,2,OF Smith,Odean Smith,25,8,24.0,1,3,312.5,0,1,{},11.0,not out,RCB
2022,1304050,GT v LSG,GT,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,LSG,1,KL Rahul,KL Rahul,0,1,3.0,0,0,0.0,1,0,"{'wickets': 1, 'runs': 0}",0.1,c &dagger;Wade b Mohammed Shami,GT
2022,1304050,GT v LSG,GT,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,LSG,1,Q de Kock,Quinton de Kock,7,9,17.0,1,0,77.77,0,0,"{'wickets': 2, 'runs': 13}",2.3, b Mohammed Shami,GT
2022,1304050,GT v LSG,GT,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,LSG,1,E Lewis,Evin Lewis,10,9,21.0,2,0,111.11,0,0,"{'wickets': 3, 'runs': 20}",3.3,c Shubman Gill b Aaron,GT
2022,1304050,GT v LSG,GT,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,LSG,1,MK Pandey,Manish Pandey,6,5,14.0,1,0,120.0,0,0,"{'wickets': 4, 'runs': 29}",4.3, b Mohammed Shami,GT
2022,1304050,GT v LSG,GT,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,LSG,1,DJ Hooda,Deepak Hooda,55,41,62.0,6,2,134.14,0,0,"{'wickets': 5, 'runs': 116}",15.5,lbw b Rashid Khan,GT
2022,1304050,GT v LSG,GT,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,LSG,1,A Badoni,Ayush Badoni,54,41,78.0,4,3,131.7,0,0,"{'wickets': 6, 'runs': 156}",19.4,c Pandya b Aaron,GT
2022,1304050,GT v LSG,GT,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,LSG,1,KH Pandya,Krunal Pandya,21,13,26.0,3,0,161.53,0,1,{},11.0,not out,GT
2022,1304050,GT v LSG,GT,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,LSG,1,PVD Chameera,Dushmantha Chameera,1,1,2.0,0,0,100.0,0,1,{},11.0,not out,GT
2022,1304050,GT v LSG,GT,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,GT,2,Shubman Gill,Shubman Gill,0,3,4.0,0,0,0.0,0,0,"{'wickets': 1, 'runs': 4}",0.3,c Hooda b Chameera,LSG
2022,1304050,GT v LSG,GT,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,GT,2,MS Wade,Matthew Wade,30,29,60.0,4,0,103.44,0,0,"{'wickets': 4, 'runs': 78}",11.5, b Hooda,LSG
2022,1304050,GT v LSG,GT,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,GT,2,V Shankar,Vijay Shankar,4,6,10.0,0,0,66.66,0,0,"{'wickets': 2, 'runs': 15}",2.1, b Chameera,LSG
2022,1304050,GT v LSG,GT,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,GT,2,HH Pandya,Hardik Pandya,33,28,40.0,5,1,117.85,1,0,"{'wickets': 3, 'runs': 72}",10.1,c Pandey b Pandya,LSG
2022,1304050,GT v LSG,GT,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,GT,2,DA Miller,David Miller,30,21,38.0,1,2,142.85,0,0,"{'wickets': 5, 'runs': 138}",17.3,c Rahul b Avesh Khan,LSG
2022,1304050,GT v LSG,GT,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,GT,2,R Tewatia,Rahul Tewatia,40,24,43.0,5,2,166.66,0,1,{},11.0,not out,LSG
2022,1304050,GT v LSG,GT,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,GT,2,A Manohar,Abhinav Manohar,15,7,14.0,3,0,214.28,0,1,{},11.0,not out,LSG
2022,1304051,SRH v RR,SRH,RR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,RR,1,JC Buttler,Jos Buttler,35,28,44.0,3,3,125.0,0,0,"{'wickets': 2, 'runs': 75}",8.1,c &dagger;Pooran b Umran Malik,SRH
2022,1304051,SRH v RR,SRH,RR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,RR,1,YBK Jaiswal,Yashasvi Jaiswal,20,16,33.0,2,1,125.0,0,0,"{'wickets': 1, 'runs': 58}",6.1,c Markram b Shepherd,SRH
2022,1304051,SRH v RR,SRH,RR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,RR,1,SV Samson,Sanju Samson,55,27,51.0,3,5,203.7,1,0,"{'wickets': 4, 'runs': 163}",16.1,c Abdul Samad b Kumar,SRH
2022,1304051,SRH v RR,SRH,RR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,RR,1,D Padikkal,Devdutt Padikkal,41,29,34.0,4,2,141.37,0,0,"{'wickets': 3, 'runs': 148}",14.6, b Umran Malik,SRH
2022,1304051,SRH v RR,SRH,RR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,RR,1,SO Hetmyer,Shimron Hetmyer,32,13,26.0,2,3,246.15,0,0,"{'wickets': 5, 'runs': 207}",19.2, b Natarajan,SRH
2022,1304051,SRH v RR,SRH,RR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,RR,1,R Parag,Riyan Parag,12,9,22.0,2,0,133.33,0,0,"{'wickets': 6, 'runs': 210}",19.6,c &dagger;Pooran b Natarajan,SRH
2022,1304051,SRH v RR,SRH,RR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,RR,1,NM Coulter-Nile,Nathan Coulter-Nile,1,2,4.0,0,0,50.0,0,1,{},11.0,not out,SRH
2022,1304051,SRH v RR,SRH,RR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,SRH,2,KS Williamson,Kane Williamson,2,7,11.0,0,0,28.57,1,0,"{'wickets': 1, 'runs': 3}",1.4,c Padikkal b Prasidh Krishna,RR
2022,1304051,SRH v RR,SRH,RR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,SRH,2,Abhishek Sharma,Abhishek Sharma,9,19,42.0,1,0,47.36,0,0,"{'wickets': 4, 'runs': 29}",8.2,c Hetmyer b Chahal,RR
2022,1304051,SRH v RR,SRH,RR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,SRH,2,RA Tripathi,Rahul Tripathi,0,3,8.0,0,0,0.0,0,0,"{'wickets': 2, 'runs': 7}",3.1,c &dagger;Samson b Prasidh Krishna,RR
2022,1304051,SRH v RR,SRH,RR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,SRH,2,N Pooran,Nicholas Pooran,0,9,8.0,0,0,0.0,0,0,"{'wickets': 3, 'runs': 9}",4.5,lbw b Boult,RR
2022,1304051,SRH v RR,SRH,RR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,SRH,2,AK Markram,Aiden Markram,57,41,67.0,5,2,139.02,0,1,{},11.0,not out,RR
2022,1304051,SRH v RR,SRH,RR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,SRH,2,Abdul Samad,Abdul Samad,4,6,8.0,0,0,66.66,0,0,"{'wickets': 5, 'runs': 37}",10.2,c Parag b Chahal,RR
2022,1304051,SRH v RR,SRH,RR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,SRH,2,R Shepherd,Romario Shepherd,24,18,19.0,0,2,133.33,0,0,"{'wickets': 6, 'runs': 78}",15.4, b Chahal,RR
2022,1304051,SRH v RR,SRH,RR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,SRH,2,Washington Sundar,Washington Sundar,40,14,17.0,5,2,285.71,0,0,"{'wickets': 7, 'runs': 133}",18.5,c Hetmyer b Boult,RR
2022,1304051,SRH v RR,SRH,RR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,SRH,2,B Kumar,Bhuvneshwar Kumar,3,4,7.0,0,0,75.0,0,1,{},11.0,not out,RR
2022,1304052,RCB v KKR,RCB,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,KKR,1,AM Rahane,Ajinkya Rahane,9,10,25.0,1,0,90.0,0,0,"{'wickets': 2, 'runs': 32}",4.6,c Shahbaz Ahmed b Mohammed Siraj,RCB
2022,1304052,RCB v KKR,RCB,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,KKR,1,VR Iyer,Venkatesh Iyer,10,14,16.0,1,0,71.42,0,0,"{'wickets': 1, 'runs': 14}",3.1,c &amp; b Akash Deep,RCB
2022,1304052,RCB v KKR,RCB,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,KKR,1,SS Iyer,Shreyas Iyer,13,10,23.0,2,0,130.0,1,0,"{'wickets': 4, 'runs': 46}",6.4,c du Plessis b de Silva,RCB
2022,1304052,RCB v KKR,RCB,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,KKR,1,N Rana,Nitish Rana,10,5,8.0,1,1,200.0,0,0,"{'wickets': 3, 'runs': 44}",5.5,c Willey b Akash Deep,RCB
2022,1304052,RCB v KKR,RCB,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,KKR,1,SP Narine,Sunil Narine,12,8,20.0,1,1,150.0,0,0,"{'wickets': 5, 'runs': 67}",8.5,c Akash Deep b de Silva,RCB
2022,1304052,RCB v KKR,RCB,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,KKR,1,SW Billings,Sam Billings,14,15,28.0,0,1,93.33,0,0,"{'wickets': 7, 'runs': 83}",11.4,c Kohli b Patel,RCB
2022,1304052,RCB v KKR,RCB,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,KKR,1,SP Jackson,Sheldon Jackson,0,1,2.0,0,0,0.0,0,0,"{'wickets': 6, 'runs': 67}",8.6, b de Silva,RCB
2022,1304052,RCB v KKR,RCB,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,KKR,1,AD Russell,Andre Russell,25,18,26.0,1,3,138.88,0,0,"{'wickets': 8, 'runs': 99}",13.5,c &dagger;Karthik b Patel,RCB
2022,1304052,RCB v KKR,RCB,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,KKR,1,TG Southee,Tim Southee,1,5,18.0,0,0,20.0,0,0,"{'wickets': 9, 'runs': 101}",14.3,c du Plessis b de Silva,RCB
2022,1304052,RCB v KKR,RCB,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,KKR,1,UT Yadav,Umesh Yadav,18,12,26.0,2,1,150.0,0,0,"{'wickets': 10, 'runs': 128}",18.5, b Akash Deep,RCB
2022,1304052,RCB v KKR,RCB,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,KKR,1,CV Varun,Varun Chakravarthy,10,16,20.0,2,0,62.5,0,1,{},11.0,not out,RCB
2022,1304052,RCB v KKR,RCB,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RCB,2,F du Plessis,Faf du Plessis,5,4,11.0,1,0,125.0,1,0,"{'wickets': 2, 'runs': 17}",1.6,c Rahane b Southee,KKR
2022,1304052,RCB v KKR,RCB,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RCB,2,Anuj Rawat,Anuj Rawat,0,2,4.0,0,0,0.0,0,0,"{'wickets': 1, 'runs': 1}",0.3,c &dagger;Jackson b Yadav,KKR
2022,1304052,RCB v KKR,RCB,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RCB,2,V Kohli,Virat Kohli,12,7,10.0,2,0,171.42,0,0,"{'wickets': 3, 'runs': 17}",2.1,c &dagger;Jackson b Yadav,KKR
2022,1304052,RCB v KKR,RCB,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RCB,2,DJ Willey,David Willey,18,28,42.0,3,0,64.28,0,0,"{'wickets': 4, 'runs': 62}",10.6,c Rana b Narine,KKR
2022,1304052,RCB v KKR,RCB,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RCB,2,SE Rutherford,Sherfane Rutherford,28,40,79.0,1,1,70.0,0,0,"{'wickets': 6, 'runs': 107}",17.2,c &dagger;Jackson b Southee,KKR
2022,1304052,RCB v KKR,RCB,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RCB,2,Shahbaz Ahmed,Shahbaz Ahmed,27,20,30.0,0,3,135.0,0,0,"{'wickets': 5, 'runs': 101}",15.6,st &dagger;Jackson b Varun,KKR
2022,1304052,RCB v KKR,RCB,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RCB,2,KD Karthik,Dinesh Karthik,14,7,23.0,1,1,200.0,0,1,{},11.0,not out,KKR
2022,1304052,RCB v KKR,RCB,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RCB,2,PWH de Silva,Wanindu Hasaranga de Silva,4,3,4.0,1,0,133.33,0,0,"{'wickets': 7, 'runs': 111}",17.5,c Russell b Southee,KKR
2022,1304052,RCB v KKR,RCB,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,RCB,2,HV Patel,Harshal Patel,10,6,12.0,2,0,166.66,0,1,{},11.0,not out,KKR
2022,1304053,LSG v CSK,LSG,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,CSK,1,RV Uthappa,Robin Uthappa,50,27,41.0,8,1,185.18,0,0,"{'wickets': 2, 'runs': 84}",7.3,lbw b Ravi Bishnoi,LSG
2022,1304053,LSG v CSK,LSG,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,CSK,1,RD Gaikwad,Ruturaj Gaikwad,1,4,16.0,0,0,25.0,0,0,"{'wickets': 1, 'runs': 28}",2.3,run out (Ravi Bishnoi),LSG
2022,1304053,LSG v CSK,LSG,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,CSK,1,MM Ali,Moeen Ali,35,22,38.0,4,2,159.09,0,0,"{'wickets': 3, 'runs': 106}",10.1, b Avesh Khan,LSG
2022,1304053,LSG v CSK,LSG,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,CSK,1,S Dube,Shivam Dube,49,30,56.0,5,2,163.33,0,0,"{'wickets': 5, 'runs': 189}",18.2,c Lewis b Avesh Khan,LSG
2022,1304053,LSG v CSK,LSG,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,CSK,1,AT Rayudu,Ambati Rayudu,27,20,32.0,2,2,135.0,0,0,"{'wickets': 4, 'runs': 166}",16.2, b Ravi Bishnoi,LSG
2022,1304053,LSG v CSK,LSG,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,CSK,1,RA Jadeja,Ravindra Jadeja,17,9,19.0,3,0,188.88,1,0,"{'wickets': 6, 'runs': 203}",19.2,c Pandey b Tye,LSG
2022,1304053,LSG v CSK,LSG,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,CSK,1,MS Dhoni,MS Dhoni,16,6,12.0,2,1,266.66,0,1,{},11.0,not out,LSG
2022,1304053,LSG v CSK,LSG,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,CSK,1,D Pretorius,Dwaine Pretorius,0,1,3.0,0,0,0.0,0,0,"{'wickets': 7, 'runs': 203}",19.3,lbw b Tye,LSG
2022,1304053,LSG v CSK,LSG,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,CSK,1,DJ Bravo,Dwayne Bravo,1,1,3.0,0,0,100.0,0,1,{},11.0,not out,LSG
2022,1304053,LSG v CSK,LSG,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,LSG,2,KL Rahul,KL Rahul,40,26,57.0,2,3,153.84,1,0,"{'wickets': 1, 'runs': 99}",10.2,c Rayudu b Pretorius,CSK
2022,1304053,LSG v CSK,LSG,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,LSG,2,Q de Kock,Quinton de Kock,61,45,82.0,9,0,135.55,0,0,"{'wickets': 3, 'runs': 139}",14.4,c &dagger;Dhoni b Pretorius,CSK
2022,1304053,LSG v CSK,LSG,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,LSG,2,MK Pandey,Manish Pandey,5,6,8.0,0,0,83.33,0,0,"{'wickets': 2, 'runs': 106}",11.2,c Bravo b Deshpande,CSK
2022,1304053,LSG v CSK,LSG,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,LSG,2,E Lewis,Evin Lewis,55,23,52.0,6,3,239.13,0,1,{},11.0,not out,CSK
2022,1304053,LSG v CSK,LSG,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,LSG,2,DJ Hooda,Deepak Hooda,13,8,17.0,1,1,162.5,0,0,"{'wickets': 4, 'runs': 171}",17.2,c Jadeja b Bravo,CSK
2022,1304053,LSG v CSK,LSG,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,LSG,2,A Badoni,Ayush Badoni,19,9,18.0,0,2,211.11,0,1,{},11.0,not out,CSK
2022,1304054,KKR v PBKS,KKR,PBKS,"Wankhede Stadium, Mumbai",Mumbai,India,PBKS,1,MA Agarwal,Mayank Agarwal,1,5,6.0,0,0,20.0,1,0,"{'wickets': 1, 'runs': 2}",0.6,lbw b Yadav,KKR
2022,1304054,KKR v PBKS,KKR,PBKS,"Wankhede Stadium, Mumbai",Mumbai,India,PBKS,1,S Dhawan,Shikhar Dhawan,16,15,35.0,1,1,106.66,0,0,"{'wickets': 3, 'runs': 62}",5.5,c &dagger;Billings b Southee,KKR
2022,1304054,KKR v PBKS,KKR,PBKS,"Wankhede Stadium, Mumbai",Mumbai,India,PBKS,1,PBB Rajapaksa,Bhanuka Rajapaksa,31,9,17.0,3,3,344.44,0,0,"{'wickets': 2, 'runs': 43}",3.5,c Southee b Shivam Mavi,KKR
2022,1304054,KKR v PBKS,KKR,PBKS,"Wankhede Stadium, Mumbai",Mumbai,India,PBKS,1,LS Livingstone,Liam Livingstone,19,16,27.0,1,1,118.75,0,0,"{'wickets': 4, 'runs': 78}",8.6,c Southee b Yadav,KKR
2022,1304054,KKR v PBKS,KKR,PBKS,"Wankhede Stadium, Mumbai",Mumbai,India,PBKS,1,RA Bawa,Raj Bawa,11,13,18.0,1,0,84.61,0,0,"{'wickets': 5, 'runs': 84}",9.3, b Narine,KKR
